GESTION;2017;;;;;;;
TYPE BUDGET;Budget général;;;;;;;
;;;;; Données;;;
Écologie, développement et mobilité durables;205;4;63;Transferts aux collectivités territoriales;20 000;18 000;20 000;18 000
Écologie, développement et mobilité durables;205;4;64;Transferts aux autres collectivités;80 000;90 000;80 000;90 000
Écologie, développement et mobilité durables;205;5;31;Dépenses de fonctionnement autres que celles de personnel;6 365 428;6 890 000;6 421 480;6 890 000
Écologie, développement et mobilité durables;205;5;51;Dépenses pour immobilisations corporelles de lÉtat;200 000;0;200 000;0
Écologie, développement et mobilité durables;205;5;52;Dépenses pour immobilisations incorporelles de lÉtat;100 000;0;100 000;0
Écologie, développement et mobilité durables;205;6;31;Dépenses de fonctionnement autres que celles de personnel;2 650 000;2 700 000;2 650 000;2 700 000
Écologie, développement et mobilité durables;205;6;62;Transferts aux entreprises;36 685 509;36 900 000;36 685 509;36 900 000
Écologie, développement et mobilité durables;205;6;64;Transferts aux autres collectivités;7 046 958;6 000 000;7 046 958;6 000 000
Écologie, développement et mobilité durables;217;1;31;Dépenses de fonctionnement autres que celles de personnel;10 407 871;10 548 165;10 407 871;10 548 165
Écologie, développement et mobilité durables;217;1;32;Subventions pour charges de service public;217 580 272;0;217 580 272;0
Écologie, développement et mobilité durables;217;1;51;Dépenses pour immobilisations corporelles de lÉtat;444 594;453 899;444 594;453 899
Écologie, développement et mobilité durables;217;1;62;Transferts aux entreprises;210 860;210 000;210 860;210 000
Écologie, développement et mobilité durables;217;1;63;Transferts aux collectivités territoriales;540 651;550 000;540 651;550 000
Écologie, développement et mobilité durables;217;1;64;Transferts aux autres collectivités;7 809 055;7 377 365;7 809 055;7 377 365
Écologie, développement et mobilité durables;217;2;31;Dépenses de fonctionnement autres que celles de personnel;2 586 743;2 564 238;2 586 743;2 564 238
Écologie, développement et mobilité durables;217;3;31;Dépenses de fonctionnement autres que celles de personnel;108 990 478;75 698 279;153 950 177;126 248 768
Écologie, développement et mobilité durables;217;3;51;Dépenses pour immobilisations corporelles de lÉtat;2 464 939;2 570 481;1 484 134;1 151 850
Écologie, développement et mobilité durables;217;4;31;Dépenses de fonctionnement autres que celles de personnel;18 490 128;19 778 737;18 140 128;19 058 737
Écologie, développement et mobilité durables;217;4;51;Dépenses pour immobilisations corporelles de lÉtat;3 945 756;2 115 000;3 945 756;2 835 000
Écologie, développement et mobilité durables;217;5;21;Rémunérations dactivité;0;0;0;0
Écologie, développement et mobilité durables;217;5;22;Cotisations et contributions sociales;122 715 989;121 607 736;122 715 989;121 607 736
Écologie, développement et mobilité durables;217;5;23;Prestations sociales et allocations diverses;10 015 574;10 000 000;10 015 574;10 000 000
Écologie, développement et mobilité durables;217;5;31;Dépenses de fonctionnement autres que celles de personnel;31 122 886;36 224 775;31 122 886;36 224 775
Écologie, développement et mobilité durables;217;5;32;Subventions pour charges de service public;46 790 123;47 143 585;46 790 123;47 143 585
Écologie, développement et mobilité durables;217;6;31;Dépenses de fonctionnement autres que celles de personnel;936 453;850 953;936 453;850 953
Écologie, développement et mobilité durables;217;6;64;Transferts aux autres collectivités;8 120 122;8 120 122;8 120 122;8 120 122
Écologie, développement et mobilité durables;217;7;21;Rémunérations dactivité;289 249 926;299 704 044;289 249 926;299 704 044
Écologie, développement et mobilité durables;217;7;22;Cotisations et contributions sociales;195 947 038;195 315 657;195 947 038;195 315 657
Écologie, développement et mobilité durables;217;7;23;Prestations sociales et allocations diverses;2 901 992;2 801 545;2 901 992;2 801 545
Écologie, développement et mobilité durables;217;7;31;Dépenses de fonctionnement autres que celles de personnel;0;0;0;0
Écologie, développement et mobilité durables;217;7;64;Transferts aux autres collectivités;5 000;0;5 000;0
Écologie, développement et mobilité durables;217;8;21;Rémunérations dactivité;367 993 026;369 595 078;367 993 026;369 595 078
Écologie, développement et mobilité durables;217;8;22;Cotisations et contributions sociales;234 848 964;234 313 284;234 848 964;234 313 284
Écologie, développement et mobilité durables;217;8;23;Prestations sociales et allocations diverses;2 295 692;2 197 979;2 295 692;2 197 979
Écologie, développement et mobilité durables;217;9;21;Rémunérations dactivité;1 090 266;891 320;1 090 266;891 320
Écologie, développement et mobilité durables;217;9;22;Cotisations et contributions sociales;589 862;513 869;589 862;513 869
Écologie, développement et mobilité durables;217;9;23;Prestations sociales et allocations diverses;9 615;6 956;9 615;6 956
Écologie, développement et mobilité durables;217;11;21;Rémunérations dactivité;108 663 341;112 787 828;108 663 341;112 787 828
Écologie, développement et mobilité durables;217;11;22;Cotisations et contributions sociales;71 971 861;73 608 822;71 971 861;73 608 822
Écologie, développement et mobilité durables;217;11;23;Prestations sociales et allocations diverses;1 084 874;1 068 947;1 084 874;1 068 947
Écologie, développement et mobilité durables;217;13;21;Rémunérations dactivité;139 292 364;152 670 933;139 292 364;152 670 933
Écologie, développement et mobilité durables;217;13;22;Cotisations et contributions sociales;91 768 583;99 264 027;91 768 583;99 264 027
Écologie, développement et mobilité durables;217;13;23;Prestations sociales et allocations diverses;1 348 303;1 385 694;1 348 303;1 385 694
Écologie, développement et mobilité durables;217;16;21;Rémunérations dactivité;139 570 501;145 357 874;139 570 501;145 357 874
Écologie, développement et mobilité durables;217;16;22;Cotisations et contributions sociales;91 623 873;94 172 594;91 623 873;94 172 594
Écologie, développement et mobilité durables;217;16;23;Prestations sociales et allocations diverses;1 382 099;1 351 697;1 382 099;1 351 697
Écologie, développement et mobilité durables;217;22;21;Rémunérations dactivité;6 255 324;5 476 565;6 255 324;5 476 565
Écologie, développement et mobilité durables;217;22;22;Cotisations et contributions sociales;3 132 240;2 815 453;3 132 240;2 815 453
Écologie, développement et mobilité durables;217;22;23;Prestations sociales et allocations diverses;48 709;35 606;48 709;35 606
Écologie, développement et mobilité durables;217;23;21;Rémunérations dactivité;32 818 363;33 891 079;32 818 363;33 891 079
Écologie, développement et mobilité durables;217;23;22;Cotisations et contributions sociales;21 699 031;22 124 962;21 699 031;22 124 962
Écologie, développement et mobilité durables;217;23;23;Prestations sociales et allocations diverses;330 658;320 405;330 658;320 405
Écologie, développement et mobilité durables;217;24;21;Rémunérations dactivité;1 300 109;1 330 792;1 300 109;1 330 792
Écologie, développement et mobilité durables;217;24;22;Cotisations et contributions sociales;758 771;759 185;758 771;759 185
Écologie, développement et mobilité durables;217;24;23;Prestations sociales et allocations diverses;9 217;9 639;9 217;9 639
Écologie, développement et mobilité durables;217;25;21;Rémunérations dactivité;1 043 846;1 493 990;1 043 846;1 493 990
Écologie, développement et mobilité durables;217;25;22;Cotisations et contributions sociales;502 969;844 062;502 969;844 062
Écologie, développement et mobilité durables;217;25;23;Prestations sociales et allocations diverses;83 185;111 948;83 185;111 948
Écologie, développement et mobilité durables;217;25;31;Dépenses de fonctionnement autres que celles de personnel;785 069;1 000 000;785 069;1 000 000
Écologie, développement et mobilité durables;217;26;21;Rémunérations dactivité;822 194;822 899;822 194;822 899
Écologie, développement et mobilité durables;217;26;22;Cotisations et contributions sociales;372 150;371 222;372 150;371 222
Écologie, développement et mobilité durables;217;26;23;Prestations sociales et allocations diverses;5 656;5 879;5 656;5 879
Écologie, développement et mobilité durables;217;26;31;Dépenses de fonctionnement autres que celles de personnel;479 145;500 000;479 145;500 000
Écologie, développement et mobilité durables;217;27;21;Rémunérations dactivité;0;10 096 434;0;10 096 434
Écologie, développement et mobilité durables;217;27;22;Cotisations et contributions sociales;0;3 995 184;0;3 995 184
Écologie, développement et mobilité durables;217;27;23;Prestations sociales et allocations diverses;0;203 705;0;203 705
Écologie, développement et mobilité durables;217;27;31;Dépenses de fonctionnement autres que celles de personnel;0;6 310 000;0;6 310 000
Écologie, développement et mobilité durables;345;1;62;Transferts aux entreprises;1 072 700 000;1 380 300 000;1 072 700 000;1 380 300 000
Écologie, développement et mobilité durables;345;2;61;Transferts aux ménages;0;26 000 000;0;26 000 000
Écologie, développement et mobilité durables;345;2;62;Transferts aux entreprises;316 100 000;468 900 000;316 100 000;468 900 000
Écologie, développement et mobilité durables;345;2;64;Transferts aux autres collectivités;0;2 000 000;0;2 000 000
Écologie, développement et mobilité durables;345;3;62;Transferts aux entreprises;468 200 000;565 600 000;468 200 000;565 600 000
Écologie, développement et mobilité durables;345;4;62;Transferts aux entreprises;93 000 000;0;93 000 000;0
Écologie, développement et mobilité durables;345;5;62;Transferts aux entreprises;93 700 000;99 570 000;93 700 000;99 570 000
Écologie, développement et mobilité durables;345;5;64;Transferts aux autres collectivités;200 000;300 000;200 000;300 000
Écologie, développement et mobilité durables;345;6;31;Dépenses de fonctionnement autres que celles de personnel;5 700 000;5 330 000;5 700 000;5 330 000
Économie;134;2;21;Rémunérations dactivité;21 181 439;21 300 780;21 181 439;21 300 780
Économie;134;2;22;Cotisations et contributions sociales;11 361 305;11 597 435;11 361 305;11 597 435
Économie;134;2;23;Prestations sociales et allocations diverses;178 265;205 709;178 265;205 709
Économie;134;2;31;Dépenses de fonctionnement autres que celles de personnel;1 253 732;1 598 458;1 253 732;1 598 458
Économie;134;2;32;Subventions pour charges de service public;6 146 958;5 977 301;6 146 958;5 977 301
Économie;134;2;62;Transferts aux entreprises;22 120 000;16 500 000;17 120 000;10 000 000
Économie;134;2;64;Transferts aux autres collectivités;8 253 979;4 931 274;8 253 980;4 931 274
Économie;134;3;21;Rémunérations dactivité;62 529 946;63 098 428;62 529 946;63 098 428
Économie;134;3;22;Cotisations et contributions sociales;33 247 590;34 246 989;33 247 590;34 246 989
Économie;134;3;23;Prestations sociales et allocations diverses;494 886;598 114;494 886;598 114
Économie;134;3;31;Dépenses de fonctionnement autres que celles de personnel;4 745 588;4 527 429;4 745 588;4 527 429
Économie;134;3;62;Transferts aux entreprises;30 139 275;130 675 036;34 676 801;140 310 805
Économie;134;3;64;Transferts aux autres collectivités;21 508 041;33 824 229;21 892 667;27 076 872
Économie;134;4;31;Dépenses de fonctionnement autres que celles de personnel;251 598;238 775;251 598;238 775
Économie;134;4;32;Subventions pour charges de service public;31 303 492;31 303 492;31 303 492;31 303 492
Économie;134;4;62;Transferts aux entreprises;120 486 532;120 520 000;120 486 532;120 520 000
Économie;134;4;64;Transferts aux autres collectivités;9 534 491;10 267 184;9 534 491;10 267 184
Économie;134;7;31;Dépenses de fonctionnement autres que celles de personnel;0;72 600 000;0;72 600 000
Économie;134;7;32;Subventions pour charges de service public;101 348 129;98 123 239;101 348 129;98 123 239
Économie;134;8;21;Rémunérations dactivité;12 346 279;12 930 169;12 346 279;12 930 169
Économie;134;8;22;Cotisations et contributions sociales;6 527 267;6 912 538;6 527 267;6 912 538
Économie;134;8;23;Prestations sociales et allocations diverses;41 110;39 807;41 110;39 807
Économie;134;8;31;Dépenses de fonctionnement autres que celles de personnel;60 000;60 000;60 000;60 000
Économie;134;13;21;Rémunérations dactivité;10 610 846;11 010 527;10 610 846;11 010 527
Économie;134;13;22;Cotisations et contributions sociales;4 599 183;4 543 173;4 599 183;4 543 173
Économie;134;13;23;Prestations sociales et allocations diverses;145 915;160 390;145 915;160 390
Économie;134;13;31;Dépenses de fonctionnement autres que celles de personnel;5 839 880;7 500 000;5 839 880;7 500 000
Économie;134;14;21;Rémunérations dactivité;9 020 368;0;9 020 368;0
Économie;134;14;22;Cotisations et contributions sociales;3 400 036;0;3 400 036;0
Économie;134;14;23;Prestations sociales et allocations diverses;173 609;0;173 609;0
